id,day,type,_number,prompt,options,correct_answer,answer,difficulty,active,created_at
c2b2f9e2-3b4c-4d5e-8f10-161616161616,Day 05,interview,10,Connect the idea of large datasets with improved reasoning ability in LLMs.,,,"\nLarge datasets expose models to diverse language patterns.\n\nThis improves generalization and reasoning capabilities.\n\nIt enhances the model’s ability to answer varied questions.\n\nExample: Answering questions across science, history, and technology.",hard,TRUE,2026-02-24 11:00:00
c3c3f9e2-3b4c-4d5e-8f10-171717171717,Day 05,quiz,1,Which AI type generates new content dynamically?,"[""Generative AI"", ""Rule-based AI"", ""Spreadsheet Software"", ""Database System""]","Generative AI","\nGenerative AI creates new outputs by learning patterns from data.\n\nIt produces meaningful and human-like responses dynamically.\n\nThis differentiates it from fixed rule systems.\n\nExample: Generating a new blog post from a prompt.",easy,TRUE,2026-02-24 11:00:00
c3c3f9e2-3b4c-4d5e-8f10-181818181818,Day 05,quiz,2,What does the term ""Large"" in LLM indicate?,"[""Large screen size"", ""Billions of parameters"", ""High internet speed"", ""Big keyboard""]","Billions of parameters","\nLarge refers to the massive number of parameters in the model.\n\nMore parameters improve contextual understanding.\n\nIt enables better reasoning performance.\n\nExample: Models with billions of parameters handle complex queries.",easy,TRUE,2026-02-24 11:00:00
c3c3f9e2-3b4c-4d5e-8f10-191919191919,Day 05,quiz,3,Which capability allows LLMs to convert long text into short summaries?,"[""Image rendering"", ""Text summarization"", ""Hardware scaling"", ""Data encryption""]","Text summarization","\nText summarization condenses long content into concise form.\n\nIt maintains core meaning and context.\n\nThis is widely used in legal and research domains.\n\nExample: Summarizing a 10-page report into one page.",easy,TRUE,2026-02-24 11:00:00
c3c3f9e2-3b4c-4d5e-8f10-202020202020,Day 05,quiz,4,Which approach customizes a pre-trained model for a specific task?,"[""Scaling"", ""Fine-tuning"", ""Hardware upgrade"", ""Data deletion""]","Fine-tuning","\nFine-tuning adapts an existing model to domain-specific data.\n\nIt improves performance without full retraining.\n\nIt reduces cost and time.\n\nExample: Training on company FAQs for support chatbot.",medium,TRUE,2026-02-24 11:00:00
c3c3f9e2-3b4c-4d5e-8f10-212121212121,Day 05,quiz,5,Which resource is essential for training an LLM?,"[""GPUs or TPUs"", ""Mouse device"", ""Printer"", ""Spreadsheet""]","GPUs or TPUs","\nTraining requires high computational resources like GPUs or TPUs.\n\nThey handle complex neural network calculations.\n\nWithout them, training large models is impractical.\n\nExample: Distributed GPU clusters for model training.",medium,TRUE,2026-02-24 11:00:00
c3c3f9e2-3b4c-4d5e-8f10-222121212121,Day 05,quiz,6,Which platform provides pre-trained models and a Transformers library?,"[""Hugging Face"", ""Runway"", ""Spreadsheet AI"", ""Basic HTML""]","Hugging Face","\nHugging Face offers pre-trained models and NLP tools.\n\nIts Transformers library simplifies AI development.\n\nIt supports collaboration and deployment.\n\nExample: Loading BERT using Transformers library.",medium,TRUE,2026-02-24 11:00:00
c3c3f9e2-3b4c-4d5e-8f10-232323232323,Day 05,quiz,7,Which model type can understand both text and images?,"[""Multimodal LLM"", ""Database server"", ""Router"", ""Compiler""]","Multimodal LLM","\nA multimodal LLM processes multiple input formats.\n\nIt combines cross-modal reasoning.\n\nThis enables richer AI applications.\n\nExample: Explaining an uploaded image in text.",medium,TRUE,2026-02-24 11:00:00
c3c3f9e2-3b4c-4d5e-8f10-242424242424,Day 05,quiz,8,Why do large datasets improve model performance?,"[""They increase randomness"", ""They improve contextual learning"", ""They reduce storage"", ""They remove parameters""]","They improve contextual learning","\nLarge datasets expose the model to diverse patterns.\n\nThis enhances contextual understanding and generalization.\n\nIt improves reasoning and response accuracy.\n\nExample: Handling varied domain questions effectively.",hard,TRUE,2026-02-24 11:00:00
c3c3f9e2-3b4c-4d5e-8f10-252525252525,Day 05,quiz,9,Which tool is specifically known for realistic AI voice generation?,"[""ElevenLabs"", ""BERT"", ""Database"", ""Compiler""]","ElevenLabs","\nElevenLabs specializes in generating realistic AI speech.\n\nIt is an example of voice-based generative AI.\n\nSuch tools enable audio applications.\n\nExample: Creating AI-generated narration.",hard,TRUE,2026-02-24 11:00:00
c3c3f9e2-3b4c-4d5e-8f10-262626262626,Day 05,quiz,10,Why is training an LLM from scratch expensive?,"[""Requires minimal data"", ""Needs massive computation and investment"", ""Uses only CPU"", ""Takes one day""]","Needs massive computation and investment","\nTraining from scratch requires huge computational power and financial investment.\n\nIt involves months of training and expert teams.\n\nThis makes it resource-intensive.\n\nExample: Spending months training with thousands of GPUs.",hard,TRUE,2026-02-24 11:00:00

a7f1c2d3-1111-4a2b-8c3d-aaaaaaaa0001,07,scenario,1,A local grocery store wants an application to reduce manual billing and order tracking. How would application development solve their problem?,,,"\nApplication development involves planning, designing, coding, testing, and deploying software to solve specific user problems.\n\nBy digitizing billing and order tracking, the store can automate calculations, maintain digital records, and reduce manual errors.\n\nIn industry, such systems improve efficiency and save operational time.\n\nExample: A simple web app that records customer purchases and automatically generates a bill.",easy,TRUE,2026-02-24 12:30:00
b8e2d3f4-2222-4b3c-9d4e-bbbbbbbb0002,07,scenario,2,You are building an online shopping platform similar to Amazon. Which parts of the system would belong to the frontend?,,,"\nThe frontend includes everything visible to users such as product listings, buttons, cart interface, and layouts.\n\nIt focuses on user interface and user experience, handling clicks and navigation.\n\nThis ensures customers can browse and interact easily with the application.\n\nExample: Displaying product images and an Add to Cart button on the screen.",easy,TRUE,2026-02-24 12:30:00
c9f3e4a5-3333-4c4d-8e5f-cccccccc0003,07,scenario,3,During development of a food delivery app like Swiggy, the team is working on order processing and payment handling. Which layer is responsible for this and why?,,,"\nThe backend layer is responsible for processing orders and handling payments.\n\nIt manages business logic, stores data in databases, and ensures secure transactions.\n\nThis layer works behind the scenes after the frontend sends user requests.\n\nExample: When a user confirms payment, the backend verifies and records the transaction.",easy,TRUE,2026-02-24 12:30:00
d1a4b5c6-4444-4d5e-9f6a-dddddddd0004,07,scenario,4,A company wants one website that works smoothly on both mobile and desktop devices. How would responsive web design help?,,,"\nResponsive web design allows layouts to automatically adjust based on screen size.\n\nIt ensures proper alignment, readability, and usability across devices.\n\nBusinesses avoid building separate applications for mobile and desktop.\n\nExample: A mobile screen shows products in one column while desktop shows them in multiple columns.",medium,TRUE,2026-02-24 12:30:00
e2b5c6d7-5555-4e6f-8a7b-eeeeeeee0005,07,scenario,5,You are asked to explain the role of HTML, CSS, and JavaScript in a new web application. How would you describe their responsibilities?,,,"\nHTML defines the structure and layout of the application.\n\nCSS adds styling such as colors, spacing, and positioning.\n\nJavaScript adds interactivity and logic like button clicks and dynamic updates.\n\nExample: HTML creates a button, CSS styles it, and JavaScript handles its click event.",medium,TRUE,2026-02-24 12:30:00
f3c6d7e8-6666-4f7a-9b8c-ffffffff0006,07,scenario,6,A startup wants one developer to manage both user interface and server-side logic. Which development approach fits this requirement?,,,"\nFull stack development combines frontend and backend responsibilities.\n\nA full-stack developer works on UI components as well as server logic and databases.\n\nThis approach ensures better coordination between both layers.\n\nExample: Designing product pages and also handling order processing logic.",medium,TRUE,2026-02-24 12:30:00
a4d7e8f9-7777-4a8b-8c9d-aaaaeeee0007,07,scenario,7,In an online banking app, a user logs in and views account details. Explain how frontend and backend work together in this flow.,,,"\nThe frontend collects login credentials and sends them to the backend.\n\nThe backend authenticates the user, retrieves account data from the database, and sends a response.\n\nThe frontend then displays the data in a user-friendly format.\n\nExample: Entering username and password and seeing balance details on screen.",medium,TRUE,2026-02-24 12:30:00
b5e8f9a1-8888-4b9c-9d0e-bbbbffff0008,07,scenario,8,A desktop accounting software stores financial records securely. Which development type does this fall under and why?,,,"\nThis falls under desktop application development because it runs directly on computers.\n\nDesktop applications are installed locally and handle specific tasks like accounting.\n\nThey are useful for specialized business operations.\n\nExample: Accounting software installed on office computers managing invoices.",hard,TRUE,2026-02-24 12:30:00
c6f9a1b2-9999-4c0d-8e1f-ccccaaaa0009,07,scenario,9,Your web app collects user data through forms. Describe how backend ensures proper handling of this data.,,,"\nThe backend processes form submissions and stores the data in databases.\n\nIt applies business logic and security measures before saving information.\n\nThis ensures data integrity and safe storage.\n\nExample: Saving a new user registration record in the database.",hard,TRUE,2026-02-24 12:30:00
d7a1b2c3-aaaa-4d1e-9f2a-ddddbbbb0010,07,scenario,10,A growing e-commerce company wants seamless integration between UI updates and order management logic. Why is full stack understanding important here?,,,"\nFull stack understanding ensures smooth coordination between frontend and backend layers.\n\nIt allows consistent data flow and proper handling of user interactions.\n\nThis reduces communication gaps and improves performance.\n\nExample: Updating cart UI instantly after backend confirms order placement.",hard,TRUE,2026-02-24 12:30:00
e8b2c3d4-bbbb-4e2f-8a3b-eeeecccc0011,07,interview,1,How would you explain application development to a non-technical stakeholder?,,,"\nApplication development is the structured process of building software to solve user problems.\n\nIt includes planning, designing, coding, testing, and deploying the solution.\n\nThis ensures the application meets functional and user requirements.\n\nExample: Creating a shopping app to simplify purchasing products online.",easy,TRUE,2026-02-24 12:30:00
f9c3d4e5-cccc-4f3a-9b4c-ffffdddd0012,07,interview,2,Differentiate between frontend and backend responsibilities in a web application.,,,"\nFrontend manages the visible interface and user interactions.\n\nBackend handles data storage, business logic, authentication, and processing.\n\nBoth layers collaborate to deliver complete functionality.\n\nExample: Frontend displays products while backend processes payments.",easy,TRUE,2026-02-24 12:30:00
a1d4e5f6-dddd-4a4b-8c5d-aaaabbbb0013,07,interview,3,Describe the role of JavaScript in frontend development.,,,"\nJavaScript adds logic and interactivity to web pages.\n\nIt handles events like clicks and updates content dynamically.\n\nThis makes applications responsive and interactive.\n\nExample: Showing a success message after form submission.",easy,TRUE,2026-02-24 12:30:00
b2e5f6a7-eeee-4b5c-9d6e-bbbbcccc0014,07,interview,4,Explain how responsive design improves user experience.,,,"\nResponsive design adapts layouts based on screen size.\n\nIt ensures readability and usability across devices.\n\nThis increases accessibility and engagement.\n\nExample: Single-column layout on mobile and multi-column on desktop.",medium,TRUE,2026-02-24 12:30:00
c3f6a7b8-ffff-4c6d-8e7f-ccccdddd0015,07,interview,5,Why is backend essential in applications that involve authentication?,,,"\nBackend verifies credentials and manages secure sessions.\n\nIt ensures sensitive data is protected and validated.\n\nThis prevents unauthorized access.\n\nExample: Checking login details against stored database records.",medium,TRUE,2026-02-24 12:30:00
d4a7b8c9-1111-4d7e-9f8a-ddddeeee0016,07,interview,6,How does full stack development streamline project execution?,,,"\nFull stack development unifies frontend and backend responsibilities.\n\nIt reduces dependency gaps between teams.\n\nThis accelerates development cycles and ensures consistency.\n\nExample: A developer handling both UI updates and server logic fixes.",medium,TRUE,2026-02-24 12:30:00
e5b8c9d1-2222-4e8f-8a9b-eeeeffff0017,07,interview,7,Compare web, mobile, and desktop application development in terms of usage context.,,,"\nWeb applications run in browsers, mobile apps run on smartphones, and desktop apps run on computers.\n\nEach type serves different user environments.\n\nSelection depends on accessibility and device preference.\n\nExample: Banking website vs banking mobile app.",medium,TRUE,2026-02-24 12:30:00
f6c9d1e2-3333-4f9a-9b0c-ffffaaaa0018,07,interview,8,How do frontend and backend coordinate during a payment transaction?,,,"\nFrontend collects payment details and sends them securely to backend.\n\nBackend validates and processes the transaction.\n\nIt returns confirmation to frontend for display.\n\nExample: Showing payment success message after backend approval.",hard,TRUE,2026-02-24 12:30:00
a7d1e2f3-4444-4a0b-8c1d-aaaabbbb0019,07,interview,9,Why is planning important before starting application development?,,,"\nPlanning defines scope, features, and technical requirements.\n\nIt prevents confusion during coding and testing.\n\nProper planning improves efficiency and reduces rework.\n\nExample: Documenting app features before writing code.",hard,TRUE,2026-02-24 12:30:00
b8e2f3a4-5555-4b1c-9d2e-bbbbcccc0020,07,interview,10,Explain how backend business logic impacts frontend user experience.,,,"\nBackend business logic determines how data is processed and validated.\n\nAccurate logic ensures smooth frontend behavior.\n\nErrors in backend directly affect user satisfaction.\n\nExample: Correct discount calculation reflecting instantly in cart UI.",hard,TRUE,2026-02-24 12:30:00
c9f3a4b5-6666-4c2d-8e3f-ccccdddd0021,07,quiz,1,Which layer is responsible for UI design and user interaction?,"[""Frontend"", ""Backend"", ""Database"", ""Server Hardware""]","Frontend","\nFrontend handles everything visible to users including layout and interactions.\n\nIt ensures user-friendly interface.\n\nThis directly impacts user experience.\n\nExample: Buttons and navigation menus.",easy,TRUE,2026-02-24 12:30:00
d1a4b5c6-7777-4d3e-9f4a-ddddeeee0022,07,quiz,2,Which technology defines the structure of a web page?,"[""HTML"", ""CSS"", ""JavaScript"", ""Database""]","HTML","\nHTML structures content on web pages.\n\nIt creates elements like headings and forms.\n\nIt forms the foundation of frontend development.\n\nExample: Creating a login form layout.",easy,TRUE,2026-02-24 12:30:00
e2b5c6d7-8888-4e4f-8a5b-eeeeffff0023,07,quiz,3,Which component processes payments and authentication?,"[""Backend"", ""Frontend"", ""CSS"", ""Layout Manager""]","Backend","\nBackend handles business logic, authentication, and transactions.\n\nIt works behind the scenes.\n\nIt ensures secure operations.\n\nExample: Verifying login credentials.",easy,TRUE,2026-02-24 12:30:00
f3c6d7e8-9999-4f5a-9b6c-ffffaaaa0024,07,quiz,4,Responsive design mainly ensures compatibility across which factor?,"[""Screen sizes"", ""Programming languages"", ""Databases"", ""Servers""]","Screen sizes","\nResponsive design adapts layout based on screen width.\n\nIt ensures usability across devices.\n\nThis improves overall experience.\n\nExample: Mobile-friendly website layout.",medium,TRUE,2026-02-24 12:30:00
a4d7e8f9-aaaa-4a6b-8c7d-aaaabbbb0025,07,quiz,5,Which role works on both frontend and backend layers?,"[""Full Stack Developer"", ""UI Designer"", ""Database Admin"", ""Tester""]","Full Stack Developer","\nA full stack developer manages both UI and server logic.\n\nThis ensures integrated development.\n\nIt improves coordination.\n\nExample: Handling cart UI and order API.",medium,TRUE,2026-02-24 12:30:00
b5e8f9a1-bbbb-4b7c-9d8e-bbbbcccc0026,07,quiz,6,Which language adds interactivity to web pages?,"[""JavaScript"", ""HTML"", ""CSS"", ""SQL""]","JavaScript","\nJavaScript handles dynamic updates and events.\n\nIt enhances interactivity.\n\nIt makes applications responsive.\n\nExample: Displaying alert on button click.",medium,TRUE,2026-02-24 12:30:00
c6f9a1b2-cccc-4c8d-8e9f-ccccdddd0027,07,quiz,7,Desktop applications primarily run on which device?,"[""Computers"", ""Web browsers"", ""Routers"", ""Cloud servers""]","Computers","\nDesktop applications are installed and run on computers.\n\nThey handle specialized tasks locally.\n\nThey differ from web and mobile apps.\n\nExample: Installed accounting software.",medium,TRUE,2026-02-24 12:30:00
d7a1b2c3-dddd-4d9e-9f0a-ddddeeee0028,07,quiz,8,Which process includes planning, coding, testing, and deployment?,"[""Application Development"", ""Graphic Design"", ""Marketing"", ""Hardware Assembly""]","Application Development","\nApplication development covers complete software creation lifecycle.\n\nIt ensures structured solution building.\n\nIt improves reliability and performance.\n\nExample: Building and launching a shopping app.",hard,TRUE,2026-02-24 12:30:00
e8b2c3d4-eeee-4e0f-8a1b-eeeeffff0029,07,quiz,9,Which layer stores and manages application data?,"[""Backend"", ""Frontend"", ""HTML"", ""CSS""]","Backend","\nBackend stores and organizes data using databases.\n\nIt processes and retrieves information.\n\nIt supports application functionality.\n\nExample: Saving user order history.",hard,TRUE,2026-02-24 12:30:00
f9c3d4e5-ffff-4f1a-9b2c-ffffaaaa0030,07,quiz,10,In a responsive website, how does layout typically change on smaller screens?,"[""Single column layout"", ""More columns added"", ""Fixed desktop layout"", ""No change""]","Single column layout","\nResponsive design adjusts layout for smaller screens.\n\nContent often stacks vertically.\n\nThis improves readability on mobile devices.\n\nExample: Products displayed in one column on phone.",hard,TRUE,2026-02-24 12:30:00

3f1c2a4b-8d1e-4a7b-9c2d-1e2f3a4b5c6d,Day 8,scenario,1,"You are creating your first webpage for a college event. Before adding content, how would you structure the HTML document properly and why?",,,"\nA proper HTML document must begin with the <!DOCTYPE html> declaration to inform the browser that HTML5 is being used.\n\nThe <html> element wraps the entire content, the <head> contains metadata like title and encoding, and the <body> contains visible content.\n\nFollowing this structure ensures browser compatibility and correct rendering across devices.\n\nExample: Adding a page title inside <head> and event details inside <body> ensures correct display in the browser.",easy,TRUE,2026-02-24 14:30:00
7a2b3c4d-9e1f-4b8c-8d2e-2f3a4b5c6d7e,Day 8,scenario,2,"While reviewing a teammate’s file, you notice they started writing content without adding <!DOCTYPE html>. What impact could this have?",,,"\nThe <!DOCTYPE html> declaration tells the browser to render the page using HTML5 standards.\n\nWithout it, the browser may switch to quirks mode, leading to inconsistent rendering.\n\nProper declaration improves maintainability and cross-browser compatibility.\n\nExample: A layout might appear correctly in Chrome but break in another browser if DOCTYPE is missing.",easy,TRUE,2026-02-24 14:30:00
9b3c4d5e-1f2a-4c9d-8e3f-3a4b5c6d7e8f,Day 8,scenario,3,"You are building a simple informational webpage. Where would you place the main content that users should see and why?",,,"\nAll visible content must be placed inside the <body> element.\n\nThe <body> section is responsible for displaying text, images, buttons, and other interactive elements.\n\nSeparating visible content from metadata keeps the structure organized and readable.\n\nExample: Writing a paragraph inside <body> ensures it appears on the screen.",easy,TRUE,2026-02-24 14:30:00
1c4d5e6f-2a3b-4d8e-9f4a-4b5c6d7e8f9a,Day 8,scenario,4,"A blog page uses multiple headings but skips from <h1> directly to <h4>. How could this affect structure and accessibility?",,,"\nHeadings create a clear hierarchy from <h1> to <h6>.\n\nSkipping levels can confuse search engines and screen readers, affecting accessibility and SEO.\n\nProper order improves logical structure and readability.\n\nExample: Using <h1> for title, <h2> for sections, and <h3> for subsections maintains clarity.",medium,TRUE,2026-02-24 14:30:00
2d5e6f7a-3b4c-4e9f-8a5b-5c6d7e8f9a1b,Day 8,scenario,5,"You are designing a landing page and want one main title and several sub-sections. How should you use heading tags effectively?",,,"\nUse one <h1> for the main title to indicate highest importance.\n\nUse <h2> and lower levels for subsections to maintain hierarchy.\n\nThis improves SEO and helps assistive technologies understand content structure.\n\nExample: <h1>Product Launch</h1> followed by <h2>Features</h2>.",medium,TRUE,2026-02-24 14:30:00
3e6f7a8b-4c5d-4f8a-9b6c-6d7e8f9a1b2c,Day 8,scenario,6,"A webpage displays a long block of text without separation. How would using paragraph tags improve readability?",,,"\nThe <p> tag separates content into logical text blocks.\n\nBrowsers automatically add spacing before and after paragraphs.\n\nThis improves readability and user experience.\n\nExample: Splitting content into multiple <p> tags makes descriptions easier to read.",medium,TRUE,2026-02-24 14:30:00
4f7a8b9c-5d6e-4a9b-8c7d-7e8f9a1b2c3d,Day 8,scenario,7,"You add a button labeled Get Started on a homepage. What is the purpose of using the <button> element instead of plain text?",,,"\nThe <button> element creates an interactive clickable control.\n\nIt can trigger actions like navigation or form submission, especially when connected with JavaScript.\n\nButtons improve engagement and guide user actions clearly.\n\nExample: Clicking <button>Get Started</button> may redirect to a signup page.",medium,TRUE,2026-02-24 14:30:00
5a8b9c1d-6e7f-4b8c-9d8e-8f9a1b2c3d4e,Day 8,scenario,8,"Your manager asks how a browser converts your HTML file into a visible page. How would you explain the process?",,,"\nAfter saving the file with a .html extension, the browser parses the HTML.\n\nIt builds a DOM structure and then renders visible elements on the screen.\n\nThis process ensures structured content becomes a visual webpage.\n\nExample: A heading written in HTML appears as large bold text after rendering.",hard,TRUE,2026-02-24 14:30:00
6b9c1d2e-7f8a-4c9d-8e9f-9a1b2c3d4e5f,Day 8,scenario,9,"You are organizing multiple sections like header, content, and footer. How does the <div> tag help in structuring the page?",,,"\nThe <div> tag acts as a container to group related elements.\n\nIt helps organize layout and structure logically.\n\nGrouping improves maintainability and styling control.\n\nExample: Wrapping navigation links inside a <div> keeps them organized.",hard,TRUE,2026-02-24 14:30:00
7c1d2e3f-8a9b-4d8e-9f1a-1b2c3d4e5f6a,Day 8,scenario,10,"While building a content page, you accidentally place visible text inside the <head> section. What issue would this cause?",,,"\nThe <head> section is meant for metadata, not visible content.\n\nText placed inside <head> will not appear on the webpage.\n\nKeeping content inside <body> ensures proper rendering.\n\nExample: Writing a paragraph inside <head> will not display it to users.",hard,TRUE,2026-02-24 14:30:00
8d2e3f4a-9b1c-4e9f-8a2b-2c3d4e5f6a7b,Day 8,interview,1,"How would you describe HTML to someone new to web development?",,,"\nHTML stands for HyperText Markup Language and is used to structure web content.\n\nIt defines elements like headings, paragraphs, images, and links.\n\nBrowsers interpret HTML to display webpages correctly.\n\nExample: Using <h1> creates a visible page title.",easy,TRUE,2026-02-24 14:30:00
9e3f4a5b-1c2d-4f8a-9b3c-3d4e5f6a7b8c,Day 8,interview,2,"Walk me through the basic skeleton required to start any HTML page.",,,"\nEvery HTML page begins with <!DOCTYPE html>.\n\nThe structure includes <html>, <head>, and <body> elements.\n\nThis layout ensures organized content and correct browser rendering.\n\nExample: Title inside <head> and visible content inside <body>.",easy,TRUE,2026-02-24 14:30:00
1f4a5b6c-2d3e-4a9b-8c4d-4e5f6a7b8c9d,Day 8,interview,3,"Differentiate between the <head> element and heading tags in practical usage.",,,"\nThe <head> element stores metadata like title and styles.\n\nHeading tags such as <h1> to <h6> define visible titles within the page.\n\nThey serve different structural purposes in HTML.\n\nExample: <title> inside head versus <h1> inside body.",easy,TRUE,2026-02-24 14:30:00
2a5b6c7d-3e4f-4b8c-9d5e-5f6a7b8c9d1e,Day 8,interview,4,"Why is it recommended to use only one <h1> per page?",,,"\n<h1> represents the most important heading on the page.\n\nUsing multiple <h1> tags can confuse search engines and accessibility tools.\n\nMaintaining one main heading keeps structure clear.\n\nExample: A blog page should have one main title as <h1>.",medium,TRUE,2026-02-24 14:30:00
3b6c7d8e-4f5a-4c9d-8e6f-6a7b8c9d1e2f,Day 8,interview,5,"Explain how paragraph tags contribute to user experience on a content-heavy page.",,,"\nParagraph tags divide text into readable blocks.\n\nSpacing between paragraphs improves clarity and comprehension.\n\nThis enhances overall user experience.\n\nExample: Product descriptions written in separate <p> tags are easier to read.",medium,TRUE,2026-02-24 14:30:00
4c7d8e9f-5a6b-4d8e-9f7a-7b8c9d1e2f3a,Day 8,interview,6,"How does saving a file with a .html extension affect execution in a browser?",,,"\nThe .html extension signals the browser to parse the file as HTML.\n\nThe browser builds a DOM and renders structured content visually.\n\nCorrect extension ensures proper interpretation.\n\nExample: Saving as index.html allows it to open correctly in Chrome.",medium,TRUE,2026-02-24 14:30:00
5d8e9f1a-6b7c-4e9f-8a8b-8c9d1e2f3a4b,Day 8,interview,7,"Describe how the browser processes HTML code after opening a webpage file.",,,"\nThe browser reads and parses HTML line by line.\n\nIt constructs the DOM tree representing elements and hierarchy.\n\nThen it renders the content visually for users.\n\nExample: A heading tag becomes bold large text on screen.",medium,TRUE,2026-02-24 14:30:00
6e9f1a2b-7c8d-4a8b-9c9d-9d1e2f3a4b5c,Day 8,interview,8,"In what situations would you use a <div> element while structuring a page?",,,"\n<div> is used to group related elements into sections.\n\nIt helps organize layout and apply styles later.\n\nGrouping improves maintainability.\n\nExample: Wrapping navigation links inside a <div> container.",hard,TRUE,2026-02-24 14:30:00
7f1a2b3c-8d9e-4b9c-8e1f-1e2f3a4b5c6d,Day 8,interview,9,"Why is HTML considered a markup language rather than a programming language?",,,"\nHTML structures content but does not perform logical operations.\n\nIt marks up text with tags to define meaning and layout.\n\nProgramming languages include logic and decision-making capabilities.\n\nExample: HTML creates a button but does not define its behavior.",hard,TRUE,2026-02-24 14:30:00
8a2b3c4d-9e1f-4c8d-9f2a-2f3a4b5c6d7e,Day 8,interview,10,"How does proper HTML structure contribute to SEO and accessibility?",,,"\nSearch engines analyze structured headings and content hierarchy.\n\nScreen readers rely on proper tags for accessibility.\n\nWell-structured HTML improves visibility and usability.\n\nExample: Using correct heading order helps search engines index content accurately.",hard,TRUE,2026-02-24 14:30:00
9b4c5d6e-1f2a-4d9e-8a3b-3a4b5c6d7e8f,Day 8,quiz,1,"Which tag defines the root element of an HTML document?","[""<html>"",""<head>"",""<body>"",""<div>""]","<html>","\nThe <html> tag wraps the entire webpage content.\n\nIt acts as the root element containing both head and body sections.\n\nThis ensures proper document hierarchy.\n\nExample: All other elements are nested inside <html>.",easy,TRUE,2026-02-24 14:30:00
1c5d6e7f-2a3b-4e8f-9b4c-4b5c6d7e8f9a,Day 8,quiz,2,"Where should visible content be placed in an HTML document?","[""<head>"",""<title>"",""<body>"",""<meta>""]","<body>","\nThe <body> element contains all visible content displayed to users.\n\nElements like headings, paragraphs, and buttons go inside it.\n\nKeeping content in body ensures proper rendering.\n\nExample: A paragraph inside <body> appears on screen.",easy,TRUE,2026-02-24 14:30:00
2d6e7f8a-3b4c-4f9a-8c5d-5c6d7e8f9a1b,Day 8,quiz,3,"Which declaration is required at the beginning of an HTML5 document?","[""<!DOCTYPE html>"",""<html>"",""<head>"",""<meta>""]","<!DOCTYPE html>","\n<!DOCTYPE html> declares the document type as HTML5.\n\nIt ensures browsers render the page in standards mode.\n\nThis avoids compatibility issues.\n\nExample: Placing it at the top of every HTML file.",easy,TRUE,2026-02-24 14:30:00
3e7f8a9b-4c5d-4a8b-9d6e-6d7e8f9a1b2c,Day 8,quiz,4,"Which heading tag represents the most important title on a page?","[""<h1>"",""<h3>"",""<h6>"",""<head>""]","<h1>","\n<h1> defines the highest level heading.\n\nIt represents the main topic of the page.\n\nUsing it properly improves SEO and accessibility.\n\nExample: Main page title written inside <h1>.",medium,TRUE,2026-02-24 14:30:00
4f8a9b1c-5d6e-4b9c-8e7f-7e8f9a1b2c3d,Day 8,quiz,5,"Which tag is used to create a paragraph?","[""<p>"",""<h2>"",""<div>"",""<button>""]","<p>","\nThe <p> tag defines a paragraph of text.\n\nBrowsers automatically add spacing around it.\n\nIt improves readability of written content.\n\nExample: Writing descriptions inside <p> tags.",medium,TRUE,2026-02-24 14:30:00
5a9b1c2d-6e7f-4c8d-9f8a-8f9a1b2c3d4e,Day 8,quiz,6,"Which tag creates a clickable button on a webpage?","[""<button>"",""<a>"",""<p>"",""<div>""]","<button>","\nThe <button> tag creates interactive clickable elements.\n\nIt can trigger actions when connected with scripts.\n\nButtons improve engagement.\n\nExample: A submit button inside a form.",medium,TRUE,2026-02-24 14:30:00
6b1c2d3e-7f8a-4d9e-8a9b-9a1b2c3d4e5f,Day 8,quiz,7,"Which section contains metadata such as title and styles?","[""<body>"",""<html>"",""<head>"",""<h1>""]","<head>","\nThe <head> element stores metadata including title and links to stylesheets.\n\nIt is not visible on the webpage.\n\nKeeping metadata separate ensures clean structure.\n\nExample: Page title written inside <title> within head.",medium,TRUE,2026-02-24 14:30:00
7c2d3e4f-8a9b-4e8f-9b1c-1b2c3d4e5f6a,Day 8,quiz,8,"What is the main purpose of the <div> tag?","[""To group elements"",""To define a paragraph"",""To create a heading"",""To declare document type""]","To group elements","\nThe <div> tag acts as a container to group related elements.\n\nIt helps structure layout and organize sections.\n\nThis improves maintainability.\n\nExample: Wrapping multiple links inside a div container.",hard,TRUE,2026-02-24 14:30:00
8d3e4f5a-9b1c-4f9a-8c2d-2c3d4e5f6a7b,Day 8,quiz,9,"How many heading levels are available in HTML?","[""4"",""5"",""6"",""7""]","6","\nHTML provides six heading levels from <h1> to <h6>.\n\nThey define content hierarchy.\n\nProper usage improves accessibility.\n\nExample: Using <h2> for section titles under <h1>.",hard,TRUE,2026-02-24 14:30:00
9e4f5a6b-1c2d-4a8b-9d3e-3d4e5f6a7b8c,Day 8,quiz,10,"Which statement correctly describes HTML?","[""It is a programming language"",""It structures webpage content"",""It manages databases"",""It performs logical calculations""]","It structures webpage content","\nHTML is a markup language used to structure content on webpages.\n\nIt defines elements but does not perform logical operations.\n\nThis distinguishes it from programming languages.\n\nExample: HTML creates layout while JavaScript handles logic.",hard,TRUE,2026-02-24 14:30:00

